"","web-scraper-order","web-scraper-start-url","handle","name","content","replies","retweets","favorites","unix_timestamp","published_date","url"
"2149","1555290015-15721","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Updated story - Immigration minister Caroline Nokes tells EU citizens campaigners @The3Million they are different to Windrush generation. There will be HMRC, DwP records. But those records also exist for Windrush people, yet Home Office doesn't use themhttps://www.theguardian.com/uk-news/2018/apr/17/windrush-generation-case-fuels-fears-over-eu-citizens-fate-post-brexit?CMP=share_btn_tw<U+00A0>¡¦",11,"115","143",1.52e+12,2018-04-18 01:00:00,"/lisaocarroll/status/986514716150452224"
"2150","1555290015-15720","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Windrush - the new Ghurkas.https://twitter.com/alantravis40/status/986566611334324224<U+00A0>¡¦",1,"5","12",1.52e+12,2018-04-18 05:26:00,"/lisaocarroll/status/986581799840239616"
"2151","1555290015-15719","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Manning confirms that Migration Advisory Committee report on immigration will not be ready before September and will be too late to inform government negotiations in Brexit",2,"14","9",1.52e+12,2018-04-18 06:59:00,"/lisaocarroll/status/986605247152836609"
"2152","1555290015-15718","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","BREAKING: Ministers in government thought hostile environment was like ""nazi Germany"" when it was being proposed. This was a v contested piece of legislation, some who saw it I shan't name them?"" Some in the civil service? No ministers. -  former head of civil service.https://twitter.com/BBCNewsnight/status/986725387584528384<U+00A0>¡¦",11,"178","179",1.52e+12,2018-04-18 15:06:00,"/lisaocarroll/status/986727606988009473"
"2153","1555290015-15717","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","VIDEO: Some ministers saw hostile environment as 'almost reminiscent of Nazi Germany' - former head of civil service Bob Kerslake on @BBCnewsnight https://youtu.be/yXIAMmaWdrY<U+00A0> via @YouTube",NA,"62","45",1.52e+12,2018-04-18 15:14:00,"/lisaocarroll/status/986729738319335425"
"2154","1555290015-15716","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Amsterdam - today British citizens in Holland fight again to remain EU citizens and have their case heard before ECJ. They won case in February, but Netherlands state appealed. Hearing today.https://www.theguardian.com/politics/2018/feb/07/british-group-wins-right-to-take-brexit-case-to-european-court<U+00A0>¡¦",2,"36","54",1.52e+12,2018-04-19 01:40:00,"/lisaocarroll/status/986887223919435776"
"2155","1555290015-15715","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","BREAKING: British citizens in Holland will have to wait 8 weeks for appeal court ruling on whether their bid for EU citizenship is referred to ECJ. They won the first round but state of Netherlands appealed. Hearing was today. Full story shortly...",NA,"11","13",1.52e+12,2018-04-19 06:51:00,"/lisaocarroll/status/986965460611723264"
"2156","1555290015-15714","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","UK urged to launch EU citizen registration drive in pubs and schools both at home and on the continent. Go to people, don't wait for people to go to you if you want to avoid failure -
 think tankhttps://www.theguardian.com/politics/2018/apr/19/registering-eu-citizens-uk-needs-proper-strategy-migration-policy?CMP=share_btn_tw<U+00A0>¡¦",2,"8","7",1.52e+12,2018-04-19 07:58:00,"/lisaocarroll/status/986982396653432832"
"2157","1555290015-15713","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","New London block in Grenfell cladding debacle - with links to David Cameron¡¯s brother in law Leaseholders of flats face ¡Ì40,000 bills over Grenfell type claddinghttps://www.theguardian.com/uk-news/2018/apr/19/leaseholders-of-flats-face-40000-bills-over-grenfell-type-cladding?CMP=share_btn_tw<U+00A0>¡¦",2,"15","7",1.52e+12,2018-04-19 11:09:00,"/lisaocarroll/status/987030342652612608"
"2158","1555290015-15712","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","John Mulholland, old friend and departing editor of the Observer looking slightly terrified as he listens to the sixth of seven speeches at his leaving do and realising his own is two to go!pic.twitter.com/x2Z7h3FFqP",2,"1","11",1.52e+12,2018-04-19 12:36:00,"/lisaocarroll/status/987052375381872640"
"2159","1555290015-15711","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","EU rejects Irish border proposals and says Brexit talks could still failhttps://www.theguardian.com/politics/2018/apr/20/eu-rejects-irish-border-proposals-and-says-brexit-talks-could-still-fail?CMP=share_btn_tw<U+00A0>¡¦",NA,"6","10",1.52e+12,2018-04-20 09:05:00,"/lisaocarroll/status/987361648183791616"
"2160","1555290015-15710","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","DWP sent Windrush pensioner ¡Ì33,000 bill for disability benefits. If she didn't pay them back they told they would take it from her pay or get debt collectors involved https://www.theguardian.com/uk-news/2018/apr/20/dwp-sent-windrush-pensioner-33000-bill-for-disability-benefits?CMP=share_btn_tw<U+00A0>¡¦",12,"194","109",1.52e+12,2018-04-20 09:48:00,"/lisaocarroll/status/987372427134078976"
"2161","1555290015-15709","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","David Lammy Windrush ""day of shame"" ""lie with dogs you get fleas"" speech quoted in Jamaica churchhttps://twitter.com/symeonbrown/status/988067878753710080<U+00A0>¡¦",NA,"5","24",1.52e+12,2018-04-22 10:42:00,"/lisaocarroll/status/988110852250308612"
"2162","1555290015-15708","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Windrush - Question for Rudd is from what date does British citizenship hold? This woman was handed ¡Ì33k bill for benefits because she got citizenship in 2017 after threat of deportation.https://www.theguardian.com/uk-news/2018/apr/20/dwp-sent-windrush-pensioner-33000-bill-for-disability-benefits<U+00A0>¡¦",NA,"11","6",1.52e+12,2018-04-23 08:40:00,"/lisaocarroll/status/988442412413571075"
"2163","1555290015-15707","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Rudd to waive ¡Ì1,200 citizenship fee plus test of English. No word on compensation for those who already had to go through this process to prevent deportation",2,"6","5",1.52e+12,2018-04-23 08:42:00,"/lisaocarroll/status/988443060525813763"
"2164","1555290015-15706","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","BREAKING Government to compensate to Windrush generation: ""Where people have suffered loss they will be compensated"".",2,"4","5",1.52e+12,2018-04-23 08:46:00,"/lisaocarroll/status/988443907003478016"
"2165","1555290015-15705","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","WINDRUSH Abbott  - problem was glaringly obvious from 2014 immigration act which removed the safeguard from deportation for Commonwealth nationals
""I spoke about this, member for Tottenham (Lammy) for Islington North- (Corbyn) voted against this but ministers paid no attention""",1,"29","30",1.52e+12,2018-04-23 08:51:00,"/lisaocarroll/status/988445186438107137"
"2166","1555290015-15704","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Abbott: This won't be all. Coming up behind the Windrush, is a slighter later cohort from south Asia and they will be asked for four pieces of data for every year they have been here and they will be subjected to the same humiliation that Windrush generation hv bn subjected to.",2,"50","51",1.52e+12,2018-04-23 08:54:00,"/lisaocarroll/status/988446127623196672"
"2167","1555290015-15703","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Rudd says ""a personal engagement"" by Home Office officials in a new Windrush customer service centre will allow them ""see the shape of the problem"". Obvious to say - but that would have helped them see ""shape of problem"" with EU citizens rejected for Permanent Residency apps.",1,"18","26",1.52e+12,2018-04-23 09:01:00,"/lisaocarroll/status/988447886487838720"
"2168","1555290015-15702","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","WINDRUSH AND EU CITIZENS: Rudd says EU citz have nothing to worry about. ""This has absolutely no bearing on what would happen to them"".pic.twitter.com/NF2AS15WZx",11,"20","20",1.52e+12,2018-04-23 09:08:00,"/lisaocarroll/status/988449480281337857"
"2169","1555290015-15701","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","SNP Pete Wishart - ""I was one of those who voted against"" 2014 immigration act. It was ""a nasty, pernicious bill"" which ""bizarrely Labour didn't vote against""",NA,"5","7",1.52e+12,2018-04-23 09:19:00,"/lisaocarroll/status/988452279337607169"
"2170","1555290015-15700","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Rudd says 50 ""senior case workers"" will be put on Windrush generation ""who have more discretion"" in decision making. They will be on standby for the ""junior"" case workers. This will be interesting for comparative purposes for EU citizens registration if it goes wrong.",7,"14","21",1.52e+12,2018-04-23 09:25:00,"/lisaocarroll/status/988453709591011330"
"2171","1555290015-15699","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Maria Eagle, Labour, spots Home Office rebranding: notes that Rudd using phrase ""compliant environment"" rather than ""hostile environment""",6,"10","15",1.52e+12,2018-04-23 09:29:00,"/lisaocarroll/status/988454716282634241"
"2172","1555290015-15698","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Rudd says govt has ""extensively tested"" the new EU citizens registration system with EU citizens groups. 
Really? 
I know City lawyers who have been involved with the tests, but not EU citizens. Maybe if you are one, you can email me. (lisa.ocarroll@theguardian.com)",19,"264","218",1.52e+12,2018-04-23 09:37:00,"/lisaocarroll/status/988456842534768640"
"2173","1555290015-15697","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Labour MP Helen Hayes - Lawyers have rung Windrush helpline and found it is outsourced. Windrush people ""are so fearful they do not want to even give their name"" to Home Office and told they cannot access advice anonymously. GREAT START TO WINDRUSH RESOLUTION.",33,"1.0K","970",1.52e+12,2018-04-23 09:52:00,"/lisaocarroll/status/988460554527404032"
"2174","1555290015-15696","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Jack Dromey
""Gloria Taylor here for 50 years, her and her husband Derek are now struggling to pay their mortgage"" because of Home Office. ""Home Sec says the sate let them down. No it didn¡¯t. Her department let them down"".",3,"42","67",1.52e+12,2018-04-23 09:54:00,"/lisaocarroll/status/988461019335979008"
"2175","1555290015-15695","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","No media invited or alerted to David Davis first visit to N Ireland. Last week former taoiseach Brian Cowan said he was a ¡°right winger¡± who showed no interest in Irelandhttps://amp.belfasttelegraph.co.uk/news/northern-ireland/brexit-secretary-david-davis-visits-northern-ireland-border-for-first-time-36836371.html<U+00A0>¡¦",1,"10","20",1.52e+12,2018-04-24 02:30:00,"/lisaocarroll/status/988711727306027008"
"2176","1555290015-15694","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","The unveiling of the first statute of a women in Westminster square. Ever. Suffragette Millicent Fawcett.pic.twitter.com/8IrdZkoURv",3,"50","149",1.52e+12,2018-04-24 03:34:00,"/lisaocarroll/status/988727931559120897"
"2177","1555290015-15693","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","BREAKING: New EU citizens registration app won't work fully on iphones. iPhones won't read biometric data in passports..but androids do",8,"24","35",1.52e+12,2018-04-24 07:17:00,"/lisaocarroll/status/988784110322831360"
"2178","1555290015-15692","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","FULL STORY: Home Office ""LK Bennett"" app for EU citizens Brexit registration won't work on iphones, officials have admitted.https://www.theguardian.com/politics/2018/apr/24/beyond-belief-brexit-app-for-eu-nationals-wont-work-on-iphones?CMP=share_btn_tw<U+00A0>¡¦",27,"95","84",1.52e+12,2018-04-24 09:06:00,"/lisaocarroll/status/988811489581719553"
"2179","1555290015-15691","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","David Davis says Option C in the draft withdrawal treaty on Ireland is like ""a reserve parachute"". This is possibly the most positive thing said since May said ""no prime minister"" could possibly sign up to Option C.",NA,"5","7",1.52e+12,2018-04-25 02:22:00,"/lisaocarroll/status/989072169253703680"
"2180","1555290015-15690","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","David Davis keep referring to Ireland as ""the south"". Memo to Davis: The south of Ireland is Cork, Kerry, Waterford, Wexford. Ireland does not reference itself in relation to Northern Ireland. It is a whole country in its own right and it is called Ireland, or the Republic of Ire",206,"1.2K","4.3K",1.52e+12,2018-04-25 02:28:00,"/lisaocarroll/status/989073754985771008"
"2181","1555290015-15689","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","So take out from David Davis Brexit committee session is UK has moved the goals for Ireland and is seeking ""OUTCOME ALIGNMENT"" a brand new phrase, instead of full regulatory alignment referred to in the Dec report.",8,"19","10",1.52e+12,2018-04-25 02:54:00,"/lisaocarroll/status/989080242198376448"
"2182","1555290015-15688","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","BREAKING: Government agency virtually writes off Help to Buy loan on flat over Grenfell-style cladding. Could mean the government is on the hook for much more as rules allow buyers to cash in when they go into negative equity.https://www.theguardian.com/money/2018/apr/25/help-to-buy-agency-writes-down-loan-on-flat-over-grenfell-style-cladding?CMP=share_btn_tw<U+00A0>¡¦",1,"13","13",1.52e+12,2018-04-25 04:09:00,"/lisaocarroll/status/989099176641351681"
"2183","1555290015-15687","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","FULL REPORT on David Davis appearance before Brexit committee - what he said on Ireland, on the October deal and customs unionhttps://www.theguardian.com/politics/blog/live/2018/apr/25/pmqs-may-corbyn-david-davis-amber-rudd-windrush-questioned-by-commons-brexit-committee-politics-live?CMP=share_btn_tw&page=with:block-5ae053f9e4b0ed4091d25bcc#block-5ae053f9e4b0ed4091d25bcc<U+00A0>¡¦",4,"12","10",1.52e+12,2018-04-25 04:28:00,"/lisaocarroll/status/989103970084966400"
"2184","1555290015-15686","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Northern Ireland: Home Office withdraws Border Force ads for 1,000 recruits over discrimination fears in Northern Ireland (It said British passport holder only)https://www.theguardian.com/uk-news/2018/apr/25/home-office-withdraws-border-force-job-adverts-over-discrimination-fears?CMP=share_btn_tw<U+00A0>¡¦",1,"16","14",1.52e+12,2018-04-25 09:59:00,"/lisaocarroll/status/989187082810732544"
"2185","1555290015-15685","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Irish EU commissionern days Rees Mogg comments on irish exports were ¡°irresponsible¡± https://www.theguardian.com/world/2018/apr/26/irish-eu-commissioner-urges-may-to-rethink-customs-union-stance?CMP=Share_iOSApp_Other<U+00A0>¡¦",NA,"15","4",1.52e+12,2018-04-25 23:01:00,"/lisaocarroll/status/989383990938361857"
"2186","1555290015-15684","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Irish EU commissioner confirms EU has ""sent UK back to the drawing board"" on Irish border. Phil Hogan says UK has ""invented"" a border solution that doesn't exist. Also brands Jacob Rees Mogg's remarks on Ireland as ""irresponsible""https://www.theguardian.com/world/2018/apr/26/irish-eu-commissioner-urges-may-to-rethink-customs-union-stance?CMP=share_btn_tw<U+00A0>¡¦",7,"35","28",1.52e+12,2018-04-26 00:57:00,"/lisaocarroll/status/989413250365317120"
"2187","1555290015-15683","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Irish minister for financial affairs tells conference in City that there are 6m people in Ireland, but another 6m in Britain with right to an Irish passport, 10% of population.",2,"29","32",1.52e+12,2018-04-26 01:15:00,"/lisaocarroll/status/989417745321164800"
"2188","1555290015-15682","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","EU's direction of travel for UK financial services after Brexit not going down well in City. It's a ""sub optimal game where it would have been better to stay in [EU] in the first place"" says Paul Richards, head of regulatory policy Capital Markets Assoc",4,"61","73",1.52e+12,2018-04-26 02:08:00,"/lisaocarroll/status/989431088685682689"
"2189","1555290015-15681","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","I obviously touched a nerve here. Most reaction I've had to a single tweet. General conclusion is that it is not okay for David Davis to call Ireland ""the south"", even if some people in Ireland do.https://twitter.com/lisaocarroll/status/989073754985771008<U+00A0>¡¦",5,"6","37",1.52e+12,2018-04-26 03:42:00,"/lisaocarroll/status/989454669947854848"
"2190","1555290015-15680","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","More proof that Amber Rudd did know about targets dug out by @alantravis40https://twitter.com/alantravis40/status/989490010905718784<U+00A0>¡¦",1,"13","11",1.52e+12,2018-04-26 06:27:00,"/lisaocarroll/status/989496086833389570"
"2191","1555290015-15679","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Amber Rudd lets slip that the government is ""still working on"" customs union decision despite repeated declarations by May that it is a red linehttps://www.theguardian.com/politics/blog/live/2018/apr/26/labour-says-amber-rudd-must-face-mps-to-explain-why-she-denied-deportation-targets-exist-politics-live?CMP=share_btn_tw&page=with:block-5ae1e4b9e4b0ed4091d26ac2#block-5ae1e4b9e4b0ed4091d26ac2<U+00A0>¡¦",2,"11","12",1.52e+12,2018-04-26 07:46:00,"/lisaocarroll/status/989516097685778433"
"2192","1555290015-15678","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Dominic Grieve - the Irish border is a microcosm of customs problem. impossible to square the circle. Unless we start injecting a note of realism into what we are doing, she is going to fail.",NA,"10","18",1.52e+12,2018-04-26 07:49:00,"/lisaocarroll/status/989516773308485633"
"2193","1555290015-15677","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","REVEALED: Amber Rudd's 6 page memo on migrant removal  targets for 2017/2018. Two international operations, one named Operation Gopik for people with 3 criminal convictions ( Interesting code name. Gopik - is the currency in Afghanistan.)https://www.theguardian.com/politics/2018/apr/27/amber-rudd-was-told-about-migrant-removal-targets-leak-reveals?CMP=share_btn_tw<U+00A0>¡¦",3,"29","16",1.52e+12,2018-04-27 07:28:00,"/lisaocarroll/status/989873824723357696"
"2194","1555290015-15676","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","¡®It¡¯s not a done deal¡¯: inside the battle to stop Brexit - excellent long read showing how the anti Brexit campaigns are coalescing. There is still a fight on. By @Dorianlynskeyhttps://www.theguardian.com/politics/2018/apr/28/brexit-not-a-done-deal-battle-to-stay-in-eu-second-referendum?CMP=Share_iOSApp_Other<U+00A0>¡¦",1,"15","18",1.52e+12,2018-04-28 10:37:00,"/lisaocarroll/status/990283909064790016"
"2195","1555290015-15675","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Lord Dubs tables Brexit bill amendment to force Govt to continue the Dublin III EU rule post Brexit to give young refugees sanctuaryhttps://www.theguardian.com/politics/2018/apr/29/lord-dubs-tables-brexit-bill-amendment-to-give-young-refugees-sanctuary?CMP=share_btn_tw<U+00A0>¡¦",3,"42","71",1.53e+12,2018-04-29 08:22:00,"/lisaocarroll/status/990612404139712512"
"2196","1555290015-15674","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","bREAKING Rudd gone - PA says Theresa May has accepted her resignation",5,"14","33",1.53e+12,2018-04-29 14:05:00,"/lisaocarroll/status/990698619425705987"
"2197","1555290015-15673","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Around 80 journalists waiting for Barnier in Dundalk - haven¡¯t seen so many foreign press in Ireland since queen¡¯s and Obama¡¯s visit in 2011.pic.twitter.com/8tDO3wLgz7",NA,"23","32",1.53e+12,2018-04-30 01:36:00,"/lisaocarroll/status/990872563789246464"
"2198","1555290015-15672","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Barnier on Arlene Foster's accusation that he is ""not an honest broker"" and does not understand Ireland. ""I¡¯m not ready to engage in any kind of polemics with Mrs Foster"" ""I have never been aggressive from Day 1""",2,"12","28",1.53e+12,2018-04-30 02:11:00,"/lisaocarroll/status/990881198942703616"
"2199","1555290015-15671","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","BREAKING: Taoiseach of Ireland Leo Varadkar says ""there is no question of Ireland or the EU being interested in a landgrab in Northern Ireland""",2,"7","10",1.53e+12,2018-04-30 02:16:00,"/lisaocarroll/status/990882512523153408"
"2200","1555290015-15670","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","""The consequences of Brexit must not lead to the return of a hard border neither in maps or in minds"" - Barnier. He is now making keynote speech at All Ireland civic dialogue conference Dundalk:",NA,"7","10",1.53e+12,2018-04-30 03:32:00,"/lisaocarroll/status/990901660020105218"
"2201","1555290015-15669","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Barnier pressing home hard that the UK created the red lines and now must be able to negotiate around them. ""The backstop is there because of the UK¡¯s red lines"" not to stop negotiation..",NA,"9","17",1.53e+12,2018-04-30 03:37:00,"/lisaocarroll/status/990902892793036805"
"2202","1555290015-15668","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","More indication that June deadline is not such as hard deadline for Brexit. Coveney tell conference ""everything doesn¡¯t have to be concluded in June, no one is asking for that, but I think we need to have a shape¡¦so we can go on to finalise that during the summer and October. """,2,"8","10",1.53e+12,2018-04-30 04:05:00,"/lisaocarroll/status/990909924493463552"
"2203","1555290015-15667","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","UPDATED STORY Michel Barnier: Brexit talks at risk of collapse over Irish borderhttps://www.theguardian.com/politics/2018/apr/30/michel-barnier-brexit-talks-at-risk-unless-uk-softens-irish-border?CMP=share_btn_tw<U+00A0>¡¦",NA,"17","18",1.53e+12,2018-04-30 07:15:00,"/lisaocarroll/status/990957772157136896"
"2204","1555290015-15666","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Powerful arguments by David Lammy to end Theresa May's ""deport-first-appeal-later"" hostile environment policy that stretched from No 10 into thousands of British citizens lives.https://www.theguardian.com/commentisfree/2018/apr/30/amber-rudd-departure-toxic-policy-windrush-generation-home-secretary-david-lammy?CMP=share_btn_tw<U+00A0>¡¦",NA,"8","22",1.53e+12,2018-04-30 09:39:00,"/lisaocarroll/status/990994040656138241"
"2205","1555290015-15665","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Verhofstadt raises concerns about registration process by Home Office for EU citizens indicating negotiations are far from overhttps://twitter.com/jennifermerode/status/990984750847455232<U+00A0>¡¦",1,"48","48",1.53e+12,2018-04-30 09:49:00,"/lisaocarroll/status/990996627665096704"
"2206","1555290015-15664","https://twitter.com/search?l=&q=from%3Alisaocarroll%20since%3A2016-07-13%20until%3A2018-06-23&src=typd&lang=en","@lisaocarroll","lisa o'carroll","Yesterday David DAvis says that he has ""put forward proposals"" on Irish border for talks re opening tomorrow. 
Today at Brexit select committee on Irish border: ""We are still working on our response to that""
Yesterday: Barnier says UK need to come up with solution ""rapidly""https://twitter.com/DavidDavisMP/status/990938963945848834<U+00A0>¡¦",1,"9","10",1.53e+12,2018-05-01 08:46:00,"/lisaocarroll/status/991343080749125638"
